level_0,level_1,0,column1,column2
1939,44,"[126967.75021510833, 44]",126967.75021510833,44
1939,45,"[129291.26004404482, 45]",129291.26004404482,45
1939,46,"[165079.08082423641, 46]",165079.08082423641,46
1939,47,"[192531.73196530694, 47]",192531.73196530694,47
1939,48,"[196690.41737575756, 48]",196690.41737575756,48
1939,49,"[221080.0291303515, 49]",221080.0291303515,49
1939,50,"[280019.9648965032, 50]",280019.9648965032,50
1939,51,"[256330.27586625903, 51]",256330.27586625903,51
1939,52,"[323027.41364665964, 52]",323027.41364665964,52
1939,53,"[337499.04177803, 53]",337499.04177803,53
1939,54,"[361056.4748941365, 54]",361056.4748941365,54
1939,55,"[356615.4802529386, 55]",356615.4802529386,55
1939,56,"[479184.2208158736, 56]",479184.2208158736,56
1939,57,"[573727.2675828454, 57]",573727.2675828454,57
1939,58,"[750492.6387251201, 58]",750492.6387251201,58
1939,59,"[951474.5673757072, 59]",951474.5673757072,59
1939,60,"[1129210.0165614893, 60]",1129210.0165614893,60
1939,61,"[989300.8955095208, 61]",989300.8955095208,61
1939,62,"[843873.6638696212, 62]",843873.6638696212,62
1939,63,"[645141.4160283254, 63]",645141.4160283254,63
1939,64,"[813394.2973285126, 64]",813394.2973285126,64
1939,65,"[879116.5565526565, 65]",879116.5565526565,65
1939,66,"[891775.8349670147, 66]",891775.8349670147,66
1939,67,"[1002177.6833359312, 67]",1002177.6833359312,67
1939,68,"[1028534.9564076662, 68]",1028534.9564076662,68
1939,69,"[613109.6875146099, 69]",613109.6875146099,69
1939,70,"[774357.5353309523, 70]",774357.5353309523,70
1939,71,"[876417.8584875718, 71]",876417.8584875718,71
1939,72,"[867127.8291876036, 72]",867127.8291876036,72
1939,73,"[986964.8951813304, 73]",986964.8951813304,73
1939,74,"[1289864.4215124808, 74]",1289864.4215124808,74
1939,75,"[1443358.2876724661, 75]",1443358.2876724661,75
1939,76,"[1461544.6020971392, 76]",1461544.6020971392,76
1939,77,"[1615152.9397775487, 77]",1615152.9397775487,77
1939,78,"[1929784.732446215, 78]",1929784.732446215,78
1939,79,"[1800103.1984258294, 79]",1800103.1984258294,79
1939,80,"[2330233.590362236, 80]",2330233.590362236,80
1939,81,"[2721246.786825019, 81]",2721246.786825019,81
1940,0,"[8861.0, 0]",8861.0,0
1940,1,"[7286.4003, 1]",7286.4003,1
1940,2,"[7890.44288487, 2]",7890.44288487,2
1940,3,"[9384.103722975891, 3]",9384.103722975891,3
1940,4,"[11007.55366705072, 4]",11007.55366705072,4
1940,5,"[14700.587922346238, 5]",14700.587922346238,5
1940,6,"[12236.769386561009, 6]",12236.769386561009,6
1940,7,"[11115.88131075202, 7]",11115.88131075202,7
1940,8,"[10852.434923687197, 8]",10852.434923687197,8
1940,9,"[12973.000707775675, 9]",12973.000707775675,9
1940,10,"[16806.522416923384, 10]",16806.522416923384,10
1940,11,"[19461.95295879728, 11]",19461.95295879728,11
1940,12,"[22620.627924010078, 12]",22620.627924010078,12
1940,13,"[22177.26361669948, 13]",22177.26361669948,13
1940,14,"[33667.30389651148, 14]",33667.30389651148,14
1940,15,"[44767.41399119132, 15]",44767.41399119132,15
1940,16,"[47431.07512366721, 16]",47431.07512366721,16
1940,17,"[40899.81607913823, 17]",40899.81607913823,17
1940,18,"[57615.57091068203, 18]",57615.57091068203,18
1940,19,"[64166.46132322658, 19]",64166.46132322658,19
1940,20,"[63280.96415696605, 20]",63280.96415696605,20
1940,21,"[79499.87527039644, 21]",79499.87527039644,21
1940,22,"[71700.93750637055, 22]",71700.93750637055,22
1940,23,"[86966.06710147684, 23]",86966.06710147684,23
1940,24,"[100106.63984051, 24]",100106.63984051,24
1940,25,"[110908.14627930103, 25]",110908.14627930103,25
1940,26,"[96678.6311116667, 26]",96678.6311116667,26
1940,27,"[116700.77561489289, 27]",116700.77561489289,27
1940,28,"[124426.3669605988, 28]",124426.3669605988,28
1940,29,"[107379.95468699676, 29]",107379.95468699676,29
1940,30,"[105060.54766575764, 30]",105060.54766575764,30
1940,31,"[115398.5055560682, 31]",115398.5055560682,31
1940,32,"[133342.9731700368, 32]",133342.9731700368,32
1940,33,"[105967.66077822825, 33]",105967.66077822825,33
1940,34,"[66823.20688675073, 34]",66823.20688675073,34
1940,35,"[85446.83464608816, 35]",85446.83464608816,35
1940,36,"[100887.0776666363, 36]",100887.0776666363,36
1940,37,"[87287.49959717372, 37]",87287.49959717372,37
1940,38,"[86344.79460152425, 38]",86344.79460152425,38
1940,39,"[92535.71637445354, 39]",92535.71637445354,39
1940,40,"[109414.23104115386, 40]",109414.23104115386,40
1940,41,"[92980.21353877256, 41]",92980.21353877256,41
1940,42,"[106239.19198940153, 42]",106239.19198940153,42
1940,43,"[126562.74941697404, 43]",126562.74941697404,43
1940,44,"[128878.84773130466, 44]",128878.84773130466,44
1940,45,"[164552.5127833298, 45]",164552.5127833298,45
1940,46,"[191917.59565919754, 46]",191917.59565919754,46
1940,47,"[196063.0157254362, 47]",196063.0157254362,47
1940,48,"[220374.8296753903, 48]",220374.8296753903,48
1940,49,"[279126.7592668494, 49]",279126.7592668494,49
1940,50,"[255512.6354328739, 50]",255512.6354328739,50
1940,51,"[321997.0231725077, 51]",321997.0231725077,51
1940,52,"[336422.48981063603, 52]",336422.48981063603,52
1940,53,"[359904.77959941846, 53]",359904.77959941846,53
1940,54,"[355477.9508103456, 54]",355477.9508103456,54
1940,55,"[477655.72250386135, 55]",477655.72250386135,55
1940,56,"[571897.1965538732, 56]",571897.1965538732,56
1940,57,"[748098.7228121216, 57]",748098.7228121216,57
1940,58,"[948439.5607812078, 58]",948439.5607812078,58
1940,59,"[1125608.0707351374, 59]",1125608.0707351374,59
1940,60,"[986145.2307710539, 60]",986145.2307710539,60
1940,61,"[841181.881847709, 61]",841181.881847709,61
1940,62,"[643083.5486725735, 62]",643083.5486725735,62
1940,63,"[810799.7381663807, 63]",810799.7381663807,63
1940,64,"[876312.3570102243, 64]",876312.3570102243,64
1940,65,"[888931.2549511715, 65]",888931.2549511715,65
1940,66,"[998980.9443141265, 66]",998980.9443141265,66
1940,67,"[1025254.143149588, 67]",1025254.143149588,67
1940,68,"[611153.9947314694, 68]",611153.9947314694,68
1940,69,"[771887.4953458459, 69]",771887.4953458459,69
1940,70,"[873622.2672324284, 70]",873622.2672324284,70
1940,71,"[864361.8711997647, 71]",864361.8711997647,71
1940,72,"[983816.6817995721, 72]",983816.6817995721,72
1940,73,"[1285750.0214438608, 73]",1285750.0214438608,73
1940,74,"[1438754.2739956803, 74]",1438754.2739956803,74
1940,75,"[1456882.5778480258, 75]",1456882.5778480258,75
1940,76,"[1610000.9367798534, 76]",1610000.9367798534,76
1940,77,"[1923629.119264569, 77]",1923629.119264569,77
1940,78,"[1794361.2424499898, 78]",1794361.2424499898,78
1940,79,"[2322800.628351512, 79]",2322800.628351512,79
1940,80,"[2712566.5737888957, 80]",2712566.5737888957,80
1941,0,"[8223.0, 0]",8223.0,0
1941,1,"[8904.6867, 1]",8904.6867,1
1941,2,"[10590.34389231, 2]",10590.34389231,2
1941,3,"[12422.47338567963, 3]",12422.47338567963,3
1941,4,"[16590.213206575147, 4]",16590.213206575147,4
1941,5,"[13809.693473153151, 5]",13809.693473153151,5
1941,6,"[12544.725551012321, 6]",12544.725551012321,6
1941,7,"[12247.41555545333, 7]",12247.41555545333,7
1941,8,"[14640.560554988911, 8]",14640.560554988911,8
1941,9,"[18966.846198988133, 9]",18966.846198988133,9
1941,10,"[21963.607898428258, 10]",21963.607898428258,10
1941,11,"[25528.301460343166, 11]",25528.301460343166,11
1941,12,"[25027.94675172044, 12]",25027.94675172044,12
1941,13,"[37994.9259637868, 13]",37994.9259637868,13
1941,14,"[50521.85305404731, 14]",50521.85305404731,14
1941,15,"[53527.903310763126, 15]",53527.903310763126,15
1941,16,"[46157.11102487105, 16]",46157.11102487105,16
1941,17,"[65021.52230073584, 17]",65021.52230073584,17
1941,18,"[72414.46938632951, 18]",72414.46938632951,18
1941,19,"[71415.14970879817, 19]",71415.14970879817,19
1941,20,"[89718.85257916314, 20]",89718.85257916314,20
1941,21,"[80917.43314114724, 21]",80917.43314114724,21
1941,22,"[98144.75465689748, 22]",98144.75465689748,22
1941,23,"[112974.4270855547, 23]",112974.4270855547,23
1941,24,"[125164.36776808604, 24]",125164.36776808604,24
1941,25,"[109105.7793834406, 25]",109105.7793834406,25
1941,26,"[131701.58629375114, 26]",131701.58629375114,26
1941,27,"[140420.23130639747, 27]",140420.23130639747,27
1941,28,"[121182.65961742101, 28]",121182.65961742101,28
1941,29,"[118565.11416968472, 29]",118565.11416968472,29
1941,30,"[130231.9214039817, 30]",130231.9214039817,30
1941,31,"[150482.98518230085, 31]",150482.98518230085,31
1941,32,"[119588.82832437448, 32]",119588.82832437448,32
1941,33,"[75412.71514135055, 33]",75412.71514135055,33
1941,34,"[96430.23885124494, 34]",96430.23885124494,34
1941,35,"[113855.18301166489, 35]",113855.18301166489,35
1941,36,"[98507.50434169246, 36]",98507.50434169246,36
1941,37,"[97443.62329480218, 37]",97443.62329480218,37
1941,38,"[104430.33108503949, 38]",104430.33108503949,38
1941,39,"[123478.42347495069, 39]",123478.42347495069,39
1941,40,"[104931.96426901309, 40]",104931.96426901309,40
1941,41,"[119895.26237377436, 41]",119895.26237377436,41
1941,42,"[142831.2260658774, 42]",142831.2260658774,42
1941,43,"[145445.03750288294, 43]",145445.03750288294,43
1941,44,"[185704.22388368094, 44]",185704.22388368094,44
1941,45,"[216586.83631553708, 45]",216586.83631553708,45
1941,46,"[221265.11197995266, 46]",221265.11197995266,46
1941,47,"[248701.9858654668, 47]",248701.9858654668,47
1941,48,"[315005.9352972002, 48]",315005.9352972002,48
1941,49,"[288356.4331710571, 49]",288356.4331710571,49
1941,50,"[363386.77708216617, 50]",363386.77708216617,50
1941,51,"[379666.5046954472, 51]",379666.5046954472,51
1941,52,"[406167.22672318947, 52]",406167.22672318947,52
1941,53,"[401171.36983449425, 53]",401171.36983449425,53
1941,54,"[539053.96964661, 54]",539053.96964661,54
1941,55,"[645409.3178578861, 55]",645409.3178578861,55
1941,56,"[844259.9286899008, 56]",844259.9286899008,56
1941,57,"[1070352.7375930562, 57]",1070352.7375930562,57
1941,58,"[1270294.6289754391, 58]",1270294.6289754391,58
1941,59,"[1112905.1244453823, 59]",1112905.1244453823,59
1941,60,"[949308.071151911, 60]",949308.071151911,60
1941,61,"[725746.020395636, 61]",725746.020395636,61
1941,62,"[915020.5825148178, 62]",915020.5825148178,62
1941,63,"[988954.2455820151, 63]",988954.2455820151,63
1941,64,"[1003195.1867183961, 64]",1003195.1867183961,64
1941,65,"[1127390.7508341335, 65]",1127390.7508341335,65
1941,66,"[1157041.127581071, 66]",1157041.127581071,66
1941,67,"[689712.2161510765, 67]",689712.2161510765,67
1941,68,"[871106.5289988096, 68]",871106.5289988096,68
1941,69,"[985918.3695208528, 69]",985918.3695208528,69
1941,70,"[975467.6348039318, 70]",975467.6348039318,70
1941,71,"[1110277.2619338352, 71]",1110277.2619338352,71
1941,72,"[1451021.3536213292, 72]",1451021.3536213292,72
1941,73,"[1623692.8947022674, 73]",1623692.8947022674,73
1941,74,"[1644151.425175516, 74]",1644151.425175516,74
1941,75,"[1816951.7399614626, 75]",1816951.7399614626,75
1941,76,"[2170893.9389059553, 76]",2170893.9389059553,76
1941,77,"[2025009.866211475, 77]",2025009.866211475,77
1941,78,"[2621375.271810754, 78]",2621375.271810754,78
1941,79,"[3061242.0424205987, 79]",3061242.0424205987,79
1942,0,"[10829.0, 0]",10829.0,0
1942,1,"[12878.9297, 1]",12878.9297,1
1942,2,"[15106.984538100001, 2]",15106.984538100001,2
1942,3,"[20175.377850632554, 3]",20175.377850632554,3
1942,4,"[16793.984522866536, 4]",16793.984522866536,4
1942,5,"[15255.655540571961, 5]",15255.655540571961,5
1942,6,"[14894.096504260406, 6]",14894.096504260406,6
1942,7,"[17804.40296119289, 7]",17804.40296119289,7
1942,8,"[23065.604036225388, 8]",23065.604036225388,8
1942,9,"[26709.969473949, 9]",26709.969473949,9
1942,10,"[31044.997519570923, 10]",31044.997519570923,10
1942,11,"[30436.515568187333, 11]",30436.515568187333,11
1942,12,"[46205.674284065186, 12]",46205.674284065186,12
1942,13,"[61439.685095521476, 13]",61439.685095521476,13
1942,14,"[65095.34635870501, 14]",65095.34635870501,14
1942,15,"[56131.71716511133, 15]",56131.71716511133,15
1942,16,"[79072.74997049232, 16]",79072.74997049232,16
1942,17,"[88063.3216421373, 17]",88063.3216421373,17
1942,18,"[86848.04780347581, 18]",86848.04780347581,18
1942,19,"[109107.20245550666, 19]",109107.20245550666,19
1942,20,"[98403.78589462145, 20]",98403.78589462145,20
1942,21,"[119353.95191158637, 21]",119353.95191158637,21
1942,22,"[137388.33404542707, 22]",137388.33404542707,22
1942,23,"[152212.53528892866, 23]",152212.53528892866,23
1942,24,"[132683.66701135912, 24]",132683.66701135912,24
1942,25,"[160162.4544494116, 25]",160162.4544494116,25
1942,26,"[170765.20893396265, 26]",170765.20893396265,26
1942,27,"[147370.37531000975, 27]",147370.37531000975,27
1942,28,"[144187.17520331356, 28]",144187.17520331356,28
1942,29,"[158375.1932433196, 29]",158375.1932433196,29
1942,30,"[183002.5357926558, 30]",183002.5357926558,30
1942,31,"[145432.11519442356, 31]",145432.11519442356,31
1942,32,"[91709.4918416035, 32]",91709.4918416035,32
1942,33,"[117268.9272178584, 33]",117268.9272178584,33
1942,34,"[138459.42236612542, 34]",138459.42236612542,34
1942,35,"[119795.09223117171, 35]",119795.09223117171,35
1942,36,"[118501.30523507507, 36]",118501.30523507507,36
1942,37,"[126997.84882042995, 37]",126997.84882042995,37
1942,38,"[150162.25644527638, 38]",150162.25644527638,38
1942,39,"[127607.88552719586, 39]",127607.88552719586,39
1942,40,"[145804.770003374, 40]",145804.770003374,40
1942,41,"[173697.22250501945, 41]",173697.22250501945,41
1942,42,"[176875.88167686132, 42]",176875.88167686132,42
1942,43,"[225835.12572501652, 43]",225835.12572501652,43
1942,44,"[263391.5071330868, 44]",263391.5071330868,44
1942,45,"[269080.7636871615, 45]",269080.7636871615,45
1942,46,"[302446.7783843695, 46]",302446.7783843695,46
1942,47,"[383079.0895016424, 47]",383079.0895016424,47
1942,48,"[350670.59852980345, 48]",350670.59852980345,48
1942,49,"[441915.0882672583, 49]",441915.0882672583,49
1942,50,"[461712.88422163145, 50]",461712.88422163145,50
1942,51,"[493940.44354030135, 51]",493940.44354030135,51
1942,52,"[487864.9760847556, 52]",487864.9760847556,52
1942,53,"[655544.1683650862, 53]",655544.1683650862,53
1942,54,"[784883.0327835177, 54]",784883.0327835177,54
1942,55,"[1026705.4951841196, 55]",1026705.4951841196,55
1942,56,"[1301657.2267944268, 56]",1301657.2267944268,56
1942,57,"[1544806.7967596257, 57]",1544806.7967596257,57
1942,58,"[1353405.234641108, 58]",1353405.234641108,58
1942,59,"[1154454.6651488652, 59]",1154454.6651488652,59
1942,60,"[882580.5915063075, 60]",882580.5915063075,60
1942,61,"[1112757.6097711525, 61]",1112757.6097711525,61
1942,62,"[1202668.4246406616, 62]",1202668.4246406616,62
1942,63,"[1219986.849955487, 63]",1219986.849955487,63
1942,64,"[1371021.2219799764, 64]",1371021.2219799764,64
1942,65,"[1407079.0801180499, 65]",1407079.0801180499,65
1942,66,"[838759.8396583695, 66]",838759.8396583695,66
1942,67,"[1059353.6774885207, 67]",1059353.6774885207,67
1942,68,"[1198976.4921815079, 68]",1198976.4921815079,68
1942,69,"[1186267.341364384, 69]",1186267.341364384,69
1942,70,"[1350209.4879409417, 70]",1350209.4879409417,70
1942,71,"[1764588.7797900168, 71]",1764588.7797900168,71
1942,72,"[1974574.844585029, 72]",1974574.844585029,72
1942,73,"[1999454.4876268003, 73]",1999454.4876268003,73
1942,74,"[2209597.154276377, 74]",2209597.154276377,74
1942,75,"[2640026.679929415, 75]",2640026.679929415,75
1942,76,"[2462616.8870381587, 76]",2462616.8870381587,76
1942,77,"[3187857.560270896, 77]",3187857.560270896,77
1942,78,"[3722780.0588843524, 78]",3722780.0588843524,78
1943,0,"[11893.0, 0]",11893.0,0
1943,1,"[13950.489, 1]",13950.489,1
1943,2,"[18630.8780595, 2]",18630.8780595,2
1943,3,"[15508.3428967278, 3]",15508.3428967278,3
1943,4,"[14087.778687387534, 4]",14087.778687387534,4
1943,5,"[13753.89833249645, 5]",13753.89833249645,5
1943,6,"[16441.410066666256, 6]",16441.410066666256,6
1943,7,"[21299.846741366135, 7]",21299.846741366135,7
1943,8,"[24665.222526501984, 8]",24665.222526501984,8
1943,9,"[28668.388142553256, 9]",28668.388142553256,9
1943,10,"[28106.487734959213, 10]",28106.487734959213,10
1943,11,"[42668.45903044158, 11]",42668.45903044158,11
1943,12,"[56736.24997277817, 12]",56736.24997277817,12
1943,13,"[60112.05684615847, 13]",60112.05684615847,13
1943,14,"[51834.626618442446, 14]",51834.626618442446,14
1943,15,"[73019.43851739987, 15]",73019.43851739987,15
1943,16,"[81321.74867682824, 16]",81321.74867682824,16
1943,17,"[80199.50854508801, 17]",80199.50854508801,17
1943,18,"[100754.64258519407, 18]",100754.64258519407,18
1943,19,"[90870.61214758654, 19]",90870.61214758654,19
1943,20,"[110216.96547380771, 20]",110216.96547380771,20
1943,21,"[126870.74895690006, 21]",126870.74895690006,21
1943,22,"[140560.10276934959, 22]",140560.10276934959,22
1943,23,"[122526.24158404203, 23]",122526.24158404203,23
1943,24,"[147901.42621609714, 24]",147901.42621609714,24
1943,25,"[157692.50063160277, 25]",157692.50063160277,25
1943,26,"[136088.6280450732, 26]",136088.6280450732,26
1943,27,"[133149.1136792996, 27]",133149.1136792996,27
1943,28,"[146250.9864653427, 28]",146250.9864653427,28
1943,29,"[168993.0148607035, 29]",168993.0148607035,29
1943,30,"[134298.74890980107, 30]",134298.74890980107,30
1943,31,"[84688.79106252055, 31]",84688.79106252055,31
1943,32,"[108291.55713164504, 32]",108291.55713164504,32
1943,33,"[127859.84150533329, 33]",127859.84150533329,33
1943,34,"[110624.33487041436, 34]",110624.33487041436,34
1943,35,"[109429.59205381389, 35]",109429.59205381389,35
1943,36,"[117275.69380407235, 36]",117275.69380407235,36
1943,37,"[138666.78035393514, 37]",138666.78035393514,37
1943,38,"[117839.02994477408, 38]",117839.02994477408,38
1943,39,"[134642.87561489886, 39]",134642.87561489886,39
1943,40,"[160400.05772002903, 40]",160400.05772002903,40
1943,41,"[163335.37877630556, 41]",163335.37877630556,41
1943,42,"[208546.61162158693, 42]",208546.61162158693,42
1943,43,"[243227.91313425684, 43]",243227.91313425684,43
1943,44,"[248481.63605795678, 44]",248481.63605795678,44
1943,45,"[279293.3589291434, 45]",279293.3589291434,45
1943,46,"[353752.968419653, 46]",353752.968419653,46
1943,47,"[323825.46729135036, 47]",323825.46729135036,47
1943,48,"[408084.85388055973, 48]",408084.85388055973,48
1943,49,"[426367.0553344088, 49]",426367.0553344088,49
1943,50,"[456127.4757967506, 50]",456127.4757967506,50
1943,51,"[450517.1078444505, 51]",450517.1078444505,51
1943,52,"[605359.8378105882, 52]",605359.8378105882,52
1943,53,"[724797.3338106172, 53]",724797.3338106172,53
1943,54,"[948107.3923576684, 54]",948107.3923576684,54
1943,55,"[1202010.5520310518, 55]",1202010.5520310518,55
1943,56,"[1426546.1231504523, 56]",1426546.1231504523,56
1943,57,"[1249797.0584921113, 57]",1249797.0584921113,57
1943,58,"[1066076.8908937708, 58]",1066076.8908937708,58
1943,59,"[815015.7830882878, 59]",815015.7830882878,59
1943,60,"[1027571.8993177132, 60]",1027571.8993177132,60
1943,61,"[1110599.7087825844, 61]",1110599.7087825844,61
1943,62,"[1126592.3445890537, 62]",1126592.3445890537,62
1943,63,"[1266064.4768491786, 63]",1266064.4768491786,63
1943,64,"[1299361.972590312, 64]",1299361.972590312,64
1943,65,"[774549.671861085, 65]",774549.671861085,65
1943,66,"[978256.2355605504, 66]",978256.2355605504,66
1943,67,"[1107190.407407431, 67]",1107190.407407431,67
1943,68,"[1095454.1890889122, 68]",1095454.1890889122,68
1943,69,"[1246845.9580209998, 69]",1246845.9580209998,69
1943,70,"[1629502.9825376447, 70]",1629502.9825376447,70
1943,71,"[1823413.8374596243, 71]",1823413.8374596243,71
1943,72,"[1846388.8518116155, 72]",1846388.8518116155,72
1943,73,"[2040444.3201370162, 73]",2040444.3201370162,73
1943,74,"[2437922.873699707, 74]",2437922.873699707,74
1943,75,"[2274094.456587087, 75]",2274094.456587087,75
1943,76,"[2943815.274051984, 76]",2943815.274051984,76
1943,77,"[3437787.4770379066, 77]",3437787.4770379066,77
1944,0,"[11730.0, 0]",11730.0,0
1944,1,"[15665.415, 1]",15665.415,1
1944,2,"[13039.891446000001, 2]",13039.891446000001,2
1944,3,"[11845.437389546401, 3]",11845.437389546401,3
1944,4,"[11564.700523414152, 4]",11564.700523414152,4
1944,5,"[13824.443005689278, 5]",13824.443005689278,5
1944,6,"[17909.565913870458, 6]",17909.565913870458,6
1944,7,"[20739.27732826199, 7]",20739.27732826199,7
1944,8,"[24105.26203863891, 8]",24105.26203863891,8
1944,9,"[23632.79890268159, 9]",23632.79890268159,9
1944,10,"[35876.95201416092, 10]",35876.95201416092,10
1944,11,"[47705.58309322977, 11]",47705.58309322977,11
1944,12,"[50544.06528727694, 12]",50544.06528727694,12
1944,13,"[43584.14749721891, 13]",43584.14749721891,13
1944,14,"[61396.988579332276, 14]",61396.988579332276,14
1944,15,"[68377.82618080235, 15]",68377.82618080235,15
1944,16,"[67434.21217950727, 16]",67434.21217950727,16
1944,17,"[84717.60076111498, 17]",84717.60076111498,17
1944,18,"[76406.8041264496, 18]",76406.8041264496,18
1944,19,"[92673.81272497072, 19]",92673.81272497072,19
1944,20,"[106676.8258277138, 20]",106676.8258277138,20
1944,21,"[118187.25533452412, 21]",118187.25533452412,21
1944,22,"[103023.83047510468, 22]",103023.83047510468,22
1944,23,"[124360.06576649885, 23]",124360.06576649885,23
1944,24,"[132592.70212024107, 24]",132592.70212024107,24
1944,25,"[114427.50192976804, 25]",114427.50192976804,25
1944,26,"[111955.86788808505, 26]",111955.86788808505,26
1944,27,"[122972.32528827262, 27]",122972.32528827262,27
1944,28,"[142094.521870599, 28]",142094.521870599,28
1944,29,"[112922.51653056503, 29]",112922.51653056503,29
1944,30,"[71208.9389241743, 30]",71208.9389241743,30
1944,31,"[91054.87020234168, 31]",91054.87020234168,31
1944,32,"[107508.48524790483, 32]",107508.48524790483,32
1944,33,"[93016.34143648726, 33]",93016.34143648726,33
1944,34,"[92011.7649489732, 34]",92011.7649489732,34
1944,35,"[98609.00849581457, 35]",98609.00849581457,35
1944,36,"[116595.29164545116, 36]",116595.29164545116,36
1944,37,"[99082.67884030439, 37]",99082.67884030439,37
1944,38,"[113211.8688429318, 38]",113211.8688429318,38
1944,39,"[134869.29935258464, 39]",134869.29935258464,39
1944,40,"[137337.40753073693, 40]",137337.40753073693,40
1944,41,"[175352.4019352449, 41]",175352.4019352449,41
1944,42,"[204513.50637707615, 42]",204513.50637707615,42
1944,43,"[208930.998114821, 43]",208930.998114821,43
1944,44,"[234838.4418810588, 44]",234838.4418810588,44
1944,45,"[297446.3704865491, 45]",297446.3704865491,45
1944,46,"[272282.40754338703, 46]",272282.40754338703,46
1944,47,"[343130.2899861763, 47]",343130.2899861763,47
1944,48,"[358502.526977557, 48]",358502.526977557,48
1944,49,"[383526.0033605905, 49]",383526.0033605905,49
1944,50,"[378808.6335192552, 50]",378808.6335192552,50
1944,51,"[509005.1608598232, 51]",509005.1608598232,51
1944,52,"[609431.8790974664, 52]",609431.8790974664,52
1944,53,"[797197.8410473957, 53]",797197.8410473957,53
1944,54,"[1010687.4228798882, 54]",1010687.4228798882,54
1944,55,"[1199483.8334738514, 55]",1199483.8334738514,55
1944,56,"[1050867.7865064412, 56]",1050867.7865064412,56
1944,57,"[896390.2218899943, 57]",896390.2218899943,57
1944,58,"[685290.3246349007, 58]",685290.3246349007,58
1944,59,"[864014.0412996828, 59]",864014.0412996828,59
1944,60,"[933826.3758366972, 60]",933826.3758366972,60
1944,61,"[947273.4756487457, 61]",947273.4756487457,61
1944,62,"[1064545.9319340603, 62]",1064545.9319340603,62
1944,63,"[1092543.489943926, 63]",1092543.489943926,63
1944,64,"[651265.1743555743, 64]",651265.1743555743,64
1944,65,"[822547.9152110904, 65]",822547.9152110904,65
1944,66,"[930959.730435912, 66]",930959.730435912,66
1944,67,"[921091.5572932913, 67]",921091.5572932913,67
1944,68,"[1048386.4105112242, 68]",1048386.4105112242,68
1944,69,"[1370136.1998971188, 69]",1370136.1998971188,69
1944,70,"[1533182.407684876, 70]",1533182.407684876,70
1944,71,"[1552500.5060217052, 71]",1552500.5060217052,71
1944,72,"[1715668.3092045863, 72]",1715668.3092045863,72
1944,73,"[2049880.4958376398, 73]",2049880.4958376398,73
1944,74,"[1912128.5265173505, 74]",1912128.5265173505,74
1944,75,"[2475250.37757671, 75]",2475250.37757671,75
1944,76,"[2890597.390934082, 76]",2890597.390934082,76
1945,0,"[13355.0, 0]",13355.0,0
1945,1,"[11116.702000000001, 1]",11116.702000000001,1
1945,2,"[10098.4120968, 2]",10098.4120968,2
1945,3,"[9859.079730105841, 3]",9859.079730105841,3
1945,4,"[11785.543909368522, 4]",11785.543909368522,4
1945,5,"[15268.17213458692, 5]",15268.17213458692,5
1945,6,"[17680.54333185165, 6]",17680.54333185165,6
1945,7,"[20550.095514611174, 7]",20550.095514611174,7
1945,8,"[20147.313642524794, 8]",20147.313642524794,8
1945,9,"[30585.636840716892, 9]",30585.636840716892,9
1945,10,"[40669.72130710125, 10]",40669.72130710125,10
1945,11,"[43089.56972487378, 11]",43089.56972487378,11
1945,12,"[37156.13597375866, 12]",37156.13597375866,12
1945,13,"[52341.84874623382, 13]",52341.84874623382,13
1945,14,"[58293.11694868061, 14]",58293.11694868061,14
1945,15,"[57488.67193478882, 15]",57488.67193478882,15
1945,16,"[72223.0185516752, 16]",72223.0185516752,16
1945,17,"[65137.94043175586, 17]",65137.94043175586,17
1945,18,"[79005.80794967667, 18]",79005.80794967667,18
1945,19,"[90943.58553087282, 19]",90943.58553087282,19
1945,20,"[100756.398409654, 20]",100756.398409654,20
1945,21,"[87829.35249369539, 21]",87829.35249369539,21
1945,22,"[106018.81139513971, 22]",106018.81139513971,22
1945,23,"[113037.25670949796, 23]",113037.25670949796,23
1945,24,"[97551.15254029674, 24]",97551.15254029674,24
1945,25,"[95444.04764542633, 25]",95444.04764542633,25
1945,26,"[104835.74193373628, 26]",104835.74193373628,26
1945,27,"[121137.69980443227, 27]",121137.69980443227,27
1945,28,"[96268.13003458233, 28]",96268.13003458233,28
1945,29,"[60706.68279980761, 29]",60706.68279980761,29
1945,30,"[77625.635296114, 30]",77625.635296114,30
1945,31,"[91652.5875941218, 31]",91652.5875941218,31
1945,32,"[79297.81878643417, 32]",79297.81878643417,32
1945,33,"[78441.40234354069, 33]",78441.40234354069,33
1945,34,"[84065.65089157256, 34]",84065.65089157256,34
1945,35,"[99399.2256141954, 35]",99399.2256141954,35
1945,36,"[84469.46192694324, 36]",84469.46192694324,36
1945,37,"[96514.80719772536, 37]",96514.80719772536,37
1945,38,"[114978.08981465021, 38]",114978.08981465021,38
1945,39,"[117082.18885825832, 39]",117082.18885825832,39
1945,40,"[149490.53873422422, 40]",149490.53873422422,40
1945,41,"[174350.8153257257, 41]",174350.8153257257,41
1945,42,"[178116.79293676137, 42]",178116.79293676137,42
1945,43,"[200203.27526091976, 43]",200203.27526091976,43
1945,44,"[253577.46844548098, 44]",253577.46844548098,44
1945,45,"[232124.8146149933, 45]",232124.8146149933,45
1945,46,"[292523.6913778145, 46]",292523.6913778145,46
1945,47,"[305628.7527515406, 47]",305628.7527515406,47
